,Date,Unix,Ticker,Price,stock_p_change,SP500,sp500_p_change,Difference,DE Ratio,Trailing P/E,Price/Sales,Price/Book,Profit Margin,Operating Margin,Return on Assets,Return on Equity,Revenue Per Share,Market Cap,Enterprise Value,Forward P/E,PEG Ratio,Enterprise Value/Revenue,Enterprise Value/EBITDA,Revenue,Gross Profit,EBITDA,Net Income Avl to Common ,Diluted EPS,Earnings Growth,Revenue Growth,Total Cash,Total Cash Per Share,Total Debt,Current Ratio,Book Value Per Share,Cash Flow,Beta,Held by Insiders,Held by Institutions,Shares Short (as of,Short Ratio,Short % of Float,Shares Short (prior ,Status,Current Price,Shares Outstanding
0,N/A,N/A,lll,N/A,N/A,N/A,N/A,N/A,69.554,20.67,1.22,2.7867787,0.05975999,0.09606,0.054,0.14309,139.929,13200000000.0,17.816317,17.816317,3.84,0.1356852,0.1356852,10510000000.0,1010000000.0,1250000000.0,8.2,8.2,0.281,0.134,1100000000.0,2.953,3340000000.0,1.737,60.735,1070000000.0000001,1.39016,2.36,2.36,1520000.0,2.36,0.0197,1410000.0,N/A,169.255,77880000.0
1,N/A,N/A,clf,N/A,N/A,N/A,N/A,N/A,10.248,42.40,0.96,59900000.0,0.01678,0.15015,0.11152001,389300000.0,10.248,2150000000.0,9.651316,9.651316,0.13,0.00272852,0.00272852,2110000000.0,389300000.0,443500000.0,59900000.0,0.171,0.511,0.511,69100000.0,0.996,1700000000.0,2.629,2.801,404400000.0,1.7802,0.11378,0.631,47020000.0,3.35,0.159382,46040000.0,N/A,7.335,296400000.0
2,N/A,N/A,hov,N/A,N/A,N/A,N/A,N/A,18.023,27.40,0.15,14990000.0,0.00563,0.05038000,0.036,358900000.0,18.023,403780000.0,27.95,27.95,1.24,0.5359117,0.5359117,2750000000.0,358900000.0,137910000.0,14990000.0,0.1,0.105,0.105,387670000.0,1.866,1700000000.0,6.251,1.827,536070000.00000006,2.40421,0.09904,0.462,7890000.0,8.0,0.06454,8410000.0,N/A,2.795,132110000.0
3,N/A,N/A,intu,N/A,N/A,N/A,N/A,N/A,29.464,38.36,6.66,20.152521,0.17823,0.26665002,0.17118,0.61596,19.821,34200000000.0,26.530813,26.530813,2.01,0.13769984,0.13769984,4690000000.0,3960000000.0,1580000000.0,3.48,3.48,0.062,0.103,1400000000.0,6.217,0.737,0.904,6.622,1550000000.0,1.33259,0.04979000,0.879,2570000.0,1.44,0.010523,3220000.0,N/A,133.45,256220000.0
4,N/A,N/A,gci,N/A,N/A,N/A,N/A,N/A,45.265,94.18,0.31,1.1448035,0.00349,0.05602000,0.0436,0.01141999,27.417,973850000.0,8.009345,8.009345,0.4007042,0.4007042,0.4007042,3050000000.0,1080000000.0,317330000.0,11040000.0,0.091,0.173,0.173,165560000.0,0.787,0.803,1.112,7.486,170700000.0,7.486,9.24,9.24,8940000.0,9.24,0.109123,8860000.0,N/A,8.57,113640000.0
5,N/A,N/A,cb,N/A,N/A,N/A,N/A,N/A,31.253,14.23,2.10,1.3729427,0.14897999,0.19389999,0.02453000,0.10069,68.679,67440000000.0,13.3683,13.3683,2.91,0.11423945,0.11423945,31470000000.0,8930000000.0,6310000000.0,4790000000.0,10.153,1.381,0.097,5290000000.0,8.23,15380000000.0,0.344,105.354,5290000000.0,0.875107,4.05,4.05,5200000.0,4.05,0.01119600,4790000.0,N/A,144.645,466920000.0
6,N/A,N/A,tjx,N/A,N/A,N/A,N/A,N/A,48.937,19.57,1.32,9.745727,0.06959,0.11538000,0.19703,0.51189,51.315,44340000000.0,16.348341,16.348341,1.68,0.12622601,0.12622601,33180000000.0,9620000000.0,4530000000.0,2330000000.0,3.522,0.079,0.032,3600000000.0,4.86,2230000000.0,1.639,7.079,3610000000.0,0.561265,0.0054,0.91199994,11690000.0,2.31,0.01817100,8870000.0,N/A,68.99,643280000.0
7,N/A,N/A,coh,N/A,N/A,N/A,N/A,N/A,20.464,25.40,2.93,4.547531,0.1155,0.15810001,0.09543,0.18879,16.121,13230000000.0,19.657562,19.657562,2.07,0.10378015,0.10378015,4490000000.0,3050000000.0,915600000.0,520799999.99999994,1.852,0.075,0.037,758600000.0,6.73,591800000.0,4.353,10.288,779400000.0,0.576633,0.00115,0.936,8170000.0,1.9,0.02918100,9140000.0,N/A,46.785,281130000.0
8,N/A,N/A,df,N/A,N/A,N/A,N/A,N/A,149.855,19.53,0.19,2.3549175,0.00907,0.02806,0.05515,0.12218001,86.278,1370000000.0,10.561644,10.561644,1.64,0.15315324,0.15315324,7710000000.0,1990000000.0,396160000.0,71660000.0,0.773,0.062,0.062,257410000.00000003,0.348,891680000.0,1.224,6.548,238740000.0,0.364093,0.01177999,1.054,14820000.0,9.47,0.21965401,15550000.0,N/A,15.42,90880000.0
9,N/A,N/A,all,N/A,N/A,N/A,N/A,N/A,29.989,14.95,0.86,1.6589577,0.0627,0.10103,0.02167,0.1121,100.344,32150000000.0,12.550498,12.550498,0.93,0.26350582,0.26350582,36530000000.0,12460000000.0,4160000000.0,2210000000.0,5.898,2.14,0.063,3990000000.0,8.765,6340000000.0,0.474,53.184,4139999999.9999995,0.999278,0.00266,0.77599996,4150000.0000000005,2.13,0.011546,4740000.0,N/A,88.23,364520000.0
10,N/A,N/A,camp,N/A,N/A,N/A,N/A,N/A,85.354,N/A,1.98,3.9719625,0.0227,0.05584,0.02849,0.04352000,9.801,689870000.0,14.481481,14.481481,0.83,0.34482753,0.34482753,351100000.0,143350000.0,38590000.0,7900000.0,0.229,0.034,0.034,25800000.0,3.086,148640000.0,2.559,4.922,28380000.0,1.64044,0.03723,0.69,3970000.0,14.7,0.111668,4450000.0,N/A,19.55,35400000.0
11,N/A,N/A,oke,N/A,N/A,N/A,N/A,N/A,277.633,31.07,1.08,46.15929,0.03597,0.12967,0.05080999,0.21246,46.826,10980000000.0,22.877193,22.877193,1.3,0.04863977,0.04863977,8920000000.0,2420000000.0,1680000000.0,357050000.0,1.675,0.037,0.55,1350000000.0,1.474,9630000000.0,0.505,1.13,1390000000.0,1.19644,0.00959,0.753,20160000.0,7.51,0.096596,21540000.0,N/A,52.16,379880000.0
12,N/A,N/A,aeo,N/A,N/A,N/A,N/A,N/A,20.003,10.40,0.55,1.7896154,0.05444,0.09327,0.13077,0.17966999,20.003,1990000000.0,10.09375,10.09375,6.21,0.33253586,0.33253586,3610000000.0,1370000000.0,496350000.0,197210000.0,1.081,0.364,0.017,365600000.0,1.272,0.724,1.816,6.317,346440000.0,0.864261,0.10088999,0.955,20840000.0,2.73,0.143407,31980000.0,N/A,11.305,176980000.0
13,N/A,N/A,kmi,N/A,N/A,N/A,N/A,N/A,112.795,64.27,3.23,1.2513679,0.06269,0.29412,0.02977999,0.02414999,5.958,43330000000.0,26.630136,26.630136,2.91,0.02978295,0.02978295,13060000000.0,7260000000.0,6100000000.0,0.302,0.302,0.498,0.072,4790000000.0,0.216,39480000000.0,0.4,15.535,4620000000.0,0.743097,0.13695,0.565,25630000.0,1.89,0.01334200,21140000.0,N/A,19.44,2230000000.0
14,N/A,N/A,ndaq,N/A,N/A,N/A,N/A,N/A,67.657,83.14,3.12,2.192081,0.03845,0.26757,0.04471000,0.02625,22.754,11780000000.0,15.854911,15.854911,1.79,0.05779230,0.05779230,3570000000.0,2140000000.0,1190000000.0,0.858,0.858,0.269,0.073,1460000000.0,2.736,3620000000.0,1.012,32.403,0.269,0.61215,0.18443,0.78400004,2840000.0,3.35,0.024355,2820000.0,N/A,71.03,165180000.0
15,N/A,N/A,noc,N/A,N/A,N/A,N/A,N/A,127.024,20.65,1.85,8.294101,0.09203,0.13239999,0.08324,0.40862,140.003,46080000000.0,19.476753,19.476753,2.78,0.19127321,0.19127321,24510000000.0,5780000000.0,3740000000.0,2280000000.0,12.782,0.198,0.052,2810000000.0,8.037,7060000000.0,1.271,31.819,2430000000.0,0.652699,0.00589999,0.86,1580000.0,1.99,0.010251,1590000.0,N/A,263.91,174570000.0
16,N/A,N/A,nee,N/A,N/A,N/A,N/A,N/A,127.938,17.13,4.04,2.583838,0.23582001,0.26878,0.03113,0.15737,35.048,65910000000.0,19.571766,19.571766,2.86,0.10539544,0.10539544,16160000000.0,8720000000.0,7800000000.0,3840000000.0,8.219,1.39,0.036,6340000000.0,1.282,33860000000.0,0.597,54.462,6150000000.0,0.331231,0.00241,0.735,3.5,0.02,0.0,6.6,N/A,140.721,468160000.0
17,N/A,N/A,goog,N/A,N/A,N/A,N/A,N/A,2.716,31.89,6.79,4.4933176,0.2184,0.26319999,0.09667,0.15416001,137.582,6.5289e+11,23.281544,23.281544,1.43,0.2906444,0.2906444,94760000000.0,23080000000.0,31210000000.0,20700000000.0,29.593,0.285,0.222,92440000000.0,133.631,3940000000.0,7.131,209.431,37930000000.0,0.937501,1.1,0.731,3430000.0,2.35,0.0,3180000.0,N/A,941.04,346970000.0
18,N/A,N/A,mu,N/A,N/A,N/A,N/A,N/A,68.576,13.81,2.00,2.1670785,0.1466,0.2024,0.07305,0.16976999,16.244,34910000000.0,5.244186,5.244186,6.41,1.3711264,1.3711264,12400000000.0,2500000000.0,7030000000.0,2550000000.0,2.277,0.921,0.921,3170000000.0,3.901,11670000000.0,2.133,14.568,5850000000.0,1.99691,0.00533999,0.91800004,51850000.0,1.87,0.049866,47760000.0,N/A,31.57,1110000000.0
19,N/A,N/A,hrl,N/A,N/A,N/A,N/A,N/A,5.334,19.89,1.83,3.6762893,0.09423999,0.13523,0.12713,0.19701,17.768,17240000000.0,19.050058,19.050058,3.92,0.10311556,0.10311556,9520000000.0,2160000000.0,1400000000.0,885670000.0,1.64,0.025,0.049,992850000.0,1.039,1.354,2.578,8.861,844870000.0,0.338273,0.48888,0.337,30110000.0,12.57,0.11221599,29460000.0,N/A,32.5756,528550000.0
20,N/A,N/A,sre,N/A,N/A,N/A,N/A,N/A,111.131,19.19,2.63,2.115621,0.13765,0.1706,0.02506,0.11352999,42.272,27970000000.0,19.89324,19.89324,2.32,0.02075606,0.02075606,10180000000.0,3360000000.0,3150000000.0,1460000000.0,5.811,0.25,0.156,2320000000.0,1.156,17300000000.0,0.508,52.845,2700000000.0,0.614596,0.05325,0.753,8100000.0,5.11,0.032382,6830000.0,N/A,111.8,250830000.0
21,N/A,N/A,leg,N/A,N/A,N/A,N/A,N/A,105.435,19.34,1.84,6.591644,0.10138,0.12556,0.09635,0.3359,27.466,7030000000.0,18.470383,18.470383,7.63,9.507537,9.507537,3750000000.0,899200000.0,1120000000.0,363400000.0,2.747,0.017,0.023,552600000.0,2.03,1120000000.0,1.972,8.042,0.017,1.04458,0.12329,0.622,7070000.0,7.59,0.06032499,8460000.0,N/A,53.01,132310000.0
22,N/A,N/A,ppl,N/A,N/A,N/A,N/A,N/A,199.288,14.16,3.46,2.5475056,0.2446,0.40512002,0.04857,0.18358,10.983,25820000000.0,16.126581,16.126581,10.98,0.01233243,0.01233243,7520000000.0,6020000000.0,4040000000.0,1820000000.0,2.67,0.168,0.03,2890000000.0,0.599,20150000000.0,0.523,14.813,2470000000.0,0.533901,2.5,0.70199996,10560000.0,3.43,0.015516,12030000.0,N/A,37.7362,683170000.0
23,N/A,N/A,ua,N/A,N/A,N/A,N/A,N/A,42.626,46.92,1.70,4.049695,0.04812,0.0797,0.07176,0.12524,11.182,8180000000.0,35.73077,35.73077,9.01,0.5003961,0.5003961,4830000000.0,2240000000.0,543890000.0,176530000.0,0.396,0.066,0.066,304490000.0,0.391,861050000.0,3.037,4.588,398460000.0,4.588,7.32,7.32,24190000.0,7.32,0.0,22570000.0,N/A,18.58,221200000.0
24,N/A,N/A,bwa,N/A,N/A,N/A,N/A,N/A,65.965,67.87,1.05,2.8415227,0.01559,0.12394,0.07916,0.05154,43.252,9680000000.0,11.898042,11.898042,2.05,0.45277596,0.45277596,9070000000.0,1930000000.0,1540000000.0,143600000.0,0.672,0.187,0.061,1040000000.0,1.689,2300000000.0,1.444,16.037,1060000000.0,1.90419,0.00428,0.96599996,13800000.0,7.67,0.065276,13310000.0,N/A,45.5695,212220000.0
25,N/A,N/A,hcn,N/A,N/A,N/A,N/A,N/A,73.919,22.71,6.33,1.9296155,0.29724002,0.28052,0.02592,0.0813,11.67,26990000000.0,38.976192,38.976192,12.16,0.04485655,0.04485655,4180000000.0,2310000000.0,2089999999.9999998,1180000000.0,3.246,1.05,0.019,1630000000.0,1.039,11450000000.0,1.467,38.176,1630000000.0,0.493287,0.0031,0.926,15510000.0,8.62,0.05659299,15230000.0,N/A,73.665,366170000.0
26,N/A,N/A,amat,N/A,N/A,N/A,N/A,N/A,66.999,18.73,3.77,5.923842,0.20414,0.241,0.1245,0.35758,11.972,48660000000.0,13.844037,13.844037,0.56,0.7866982,0.7866982,10820000000.0,4510000000.0,3520000000.0,2640000000.0,2.418,1.643,0.447,2470000000.0,6.276,5500000000.0,2.933,7.642,3320000000.0,1.81661,0.00214,0.871,14300000.0,1.36,0.01331799,13080000.0,N/A,45.27,1070000000.0
27,N/A,N/A,bmy,N/A,N/A,N/A,N/A,N/A,58.025,19.12,4.57,6.3712716,0.24222,0.3158,0.12157,0.33191,11.96,90670000000.0,17.756369,17.756369,2.05,0.27388448,0.27388448,19430000000.0,14480000000.0,6890000000.0,4840000000.0,2.879,0.324,0.123,2850000000.0,3.708,8430000000.0,1.603,8.751,3940000000.0,0.991365,0.00106,0.735,18670000.0,2.45,0.011352,19230000.0,N/A,55.755,1650000000.0
28,N/A,N/A,rdc,N/A,N/A,N/A,N/A,N/A,47.873,6.37,0.76,0.24975167,0.12118,0.27462,0.03479,0.04068,13.686,1320000000.0,4.8440366,4.8440366,0.18,0.4326976,0.4326976,1840000000.0,1060000000.0,874700000.0,207200000.0,1.64,0.929,0.252,900600000.0,9.304,2550000000.0,4.461,42.282,819200000.0,2.03556,0.00515999,1.0040001,19380000.0,6.46,0.172132,19130000.0,N/A,10.56,126100000.0
29,N/A,N/A,dks,N/A,N/A,N/A,N/A,N/A,4.978,14.05,0.51,2.063483,0.0357,0.06007,0.07395,0.15337,73.066,4080000000.0,9.127181,9.127181,0.81,0.24205124,0.24205124,7920000000.0,2370000000.0,724690000.0,288710000.0,2.582,0.04,0.099,758980000.0,0.964,97620000.0,1.489,17.737,787920000.0,0.111344,0.01633,0.91,10030000.0,2.58,0.115937,10280000.0,N/A,36.6,87770000.0
30,N/A,N/A,klac,N/A,N/A,N/A,N/A,N/A,257.543,16.31,4.39,13.290067,0.27205,0.37453997,0.16031,1.15951,22.15,15320000000.0,14.964615,14.964615,1.37,0.28656757,0.28656757,2980000000.0,1820000000.0,1350000000.0,941460000.0,5.989,0.438,0.283,759700000.0,17.246,2950000000.0,3.405,7.319,971120000.0,1.76275,0.00234,0.941,2440000.0,2.23,0.015673,2610000.0,N/A,97.27,156760000.0
31,N/A,N/A,p,N/A,N/A,N/A,N/A,N/A,75.01,N/A,1.56,4.662652,0.2566,0.22541,0.17265,0.63556,6.013,2200000000.0,48.29526,48.29526,0.82,0.3045141,0.3045141,1380000000.0,489900000.0,256510000.0,360140000.0,1.543,0.063,0.063,181690000.0,0.845,347220000.0,2.141,1.968,204610000.0,0.640428,0.04485000,0.982,78480000.0,6.25,0.343261,67120000.0,N/A,9.1761,242410000.0
32,N/A,N/A,bac,N/A,N/A,N/A,N/A,N/A,7.999,14.98,3.17,1.0034447,0.23604,0.34912997,0.0087,0.07266,7.999,2.5608e+11,11.367394,11.367394,1.15,0.816839,0.816839,93660000000.0,54220000000.0,488070000000.0,17560000000.0,1.625,0.458,0.082,18310000000.0,49.521,488070000000.0,81720000000.0,24.356,5440000000.0,1.61089,5.8,0.632,114440000.0,1.54,0.011439,98440000.0,N/A,24.4399,9950000000.0
33,N/A,N/A,ivz,N/A,N/A,N/A,N/A,N/A,79.176,16.43,3.04,1.914319,0.18944,0.25976,0.0315,0.11269,11.959,14690000000.0,12.785886,12.785886,1.02,0.32985854,0.32985854,4730000000.0,4730000000.0,1340000000.0,878200000.0,2.198,0.368,0.038,129300000.00000001,5.215,6370000000.0,11.377,18.835,477400000.0,1.91743,0.01319,0.856,5630000.0,2.46,0.015791,6470000.0,N/A,36.0562,406860000.0
34,N/A,N/A,aapl,N/A,N/A,N/A,N/A,N/A,73.743,17.10,3.44,5.630059,0.20743,0.26909,0.1159,0.34573,41.334,7.5986e+11,13.692899,13.692899,1.43,0.49384117,0.49384117,2.1564e+11,84260000000.0,69720000000.0,45730000000.0,8.524,0.105,0.046,65819999999.99999,12.901,98880000000.0,1.391,25.756,66340000000.0,1.43248,3.3,0.602,63200000.0,2.13,0.012028,49910000.0,N/A,145.0078,5210000000.0
35,N/A,N/A,scg,N/A,N/A,N/A,N/A,N/A,130.227,15.49,2.16,1.5682993,0.13955,0.26916,0.0397,0.10401,29.587,9130000000.0,14.223214,14.223214,2.63,0.1327169,0.1327169,4230000000.0,1780000000.0,1590000000.0,4.125,4.125,0.028,0.001,1090000000.0,0.084,7560000000.0,0.63,40.63,1340000000.0,0.1428,0.0928,0.592,5100000.0,4.48,0.038805,5910000.0,N/A,63.72,142920000.0
36,N/A,N/A,btu,N/A,N/A,N/A,N/A,N/A,1827.864,N/A,0.50,1.0105038,0.0908,0.04093999,0.01048,0.58429,272.393,2560000000.0,11.029288,11.029288,0.23,0.1270318,0.1270318,4720000000.0,607700000.0,677600000.0,395300000.0,24.799,0.25,0.25,52800000.0,10.989,9050000000.0,1.989,26.086,624600000.0,26.086,5.13,5.13,4830000.0,5.13,0.0,4740000.0,N/A,26.36,97800000.0
37,N/A,N/A,var,N/A,N/A,N/A,N/A,N/A,42.279,33.83,2.93,7.4430037,0.08999,0.16665001,0.09703,0.2252,34.705,9640000000.0,23.743181,23.743181,2.64,0.3714713,0.3714713,3220000000.0,1360000000.0,625100000.0,336500000.0,3.099,0.405,0.065,356300000.0,7.675,546500000.0,1.524,14.036,361600000.0,0.857891,0.00241,0.98800004,7280000.0,9.68,0.078173,7760000.0,N/A,104.47,91920000.0
38,N/A,N/A,apa,N/A,N/A,N/A,N/A,N/A,108.36,N/A,3.17,2.8475242,0.14457,0.09696999,0.01706,0.10583,14.946,18100000000.0,43.054054,43.054054,7.07,0.17970109,0.17970109,5370000000.0,3670000000.0,2790000000.0,2.161,2.161,0.391,0.391,2430000000.0,3.998,8480000000.0,1.805,16.783,2650000000.0,1.20495,0.00449,0.917,26240000.0,7.47,0.06911699,25230000.0,N/A,47.79,380440000.0
39,N/A,N/A,f,N/A,N/A,N/A,N/A,N/A,474.907,12.22,0.30,1.4969437,0.02434999,0.0229,0.00911,0.12393,38.553,45670000000.0,7.2389936,7.2389936,0.62,0.1539033,0.1539033,1.518e+11,16310000000.0,13310000000.0,3730000000.0,0.939,0.346,0.038,19790000000.0,7.04,145980000000.0,1.24,7.689,19980000000.0,1.33425,0.00312999,0.6,140630000.0,3.32,0.036079,116030000.0,N/A,11.51,3910000000.0
40,N/A,N/A,cost,N/A,N/A,N/A,N/A,N/A,39.067,26.35,0.54,6.7313747,0.02059,0.03124000,0.06928,0.23408002,281.232,66560000000.0,23.73125,23.73125,2.56,0.09123164,0.09123164,1.1872e+11,15820000000.0,5190000000.0,2540000000.0,5.76,0.282,0.078,3290000000.0,13.053,3980000000.0,0.807,22.563,4720000000.0,0.964573,0.00794,0.735,8260000.0,3.38,0.018947,8180000.0,N/A,151.88,438680000.0
41,N/A,N/A,payx,N/A,N/A,N/A,N/A,N/A,8.758,25.44,6.46,10.511029,0.25935,0.39336,0.11673000,0.42270002,8.758,20570000000.0,22.335938,22.335938,2.93,0.07228321,0.07228321,2950000000.0,2950000000.0,1370000000.0,817300000.0,2.25,0.101,0.059,1020000000.0,0.9,0.183,1.116,5.44,960400000.0,0.880549,0.10765000,0.69,13440000.0,7.33,0.041636,14270000.0,N/A,57.18,359400000.0
42,N/A,N/A,nbl,N/A,N/A,N/A,N/A,N/A,73.483,N/A,3.25,1.2989935,0.18386999,0.35412997,0.03658,0.06622,8.527,12000000000.0,90.33871,90.33871,37.05,0.2543103,0.2543103,3490000000.0,2410000000.0,1300000000.0,1.569,1.569,0.4,0.4,1350000000.0,1.826,7060000000.0,0.968,21.559,1640000000.0,0.930059,0.01591,0.889,15240000.0,1.89,0.045829,15240000.0,N/A,28.005,15240000.0
43,N/A,N/A,pru,N/A,N/A,N/A,N/A,N/A,72.8,11.28,0.79,1.0158013,0.07344,0.12554,0.00599,0.0919,137.96,47710000000.0,9.919354,9.919354,1.11,0.50564706,0.50564706,58780000000.0,23270000000.0,7750000000.0,4350000000.0,9.856,0.056,0.023,14780000000.0,107.613,34200000000.000004,1.244,108.978,10100000000.0,1.51958,0.00174999,0.65800005,4850000.0,2.68,0.0113,4820000.0,N/A,110.7,4850000.0
44,N/A,N/A,amt,N/A,N/A,N/A,N/A,N/A,221.849,64.65,9.10,8.30586,0.16316,0.3266,0.04221,0.12845,14.351,56900000000.0,36.68269,36.68269,1.91,0.12773466,0.12773466,5790000000.0,616620000.0,3600000000.0,890220000.0,2.071,0.155,0.254,2700000000.0,1.677,18890000000.0,0.532,16.076,2820000000.0,1.00498,0.00113,0.97,6440000.0,3.29,0.015238,7350000.0,N/A,133.525,425010000.0
45,N/A,N/A,aet,N/A,N/A,N/A,N/A,N/A,65.72,47.15,0.82,3.5899382,0.01841,0.08083,0.05611000,0.07297,179.152,51280000000.0,15.481022,15.481022,1.43,0.33367956,0.33367956,63160000000.0,16800000000.0,5730000000.0,1150000000.0,3.279,0.034,0.034,3720000000.0,20.516,9420000000.0,0.761,42.994,2830000000.0,0.592632,0.00345999,0.90400004,9370000.0,3.37,0.030342,9310000.0,N/A,154.3458,331700000.0
46,N/A,N/A,vmc,N/A,N/A,N/A,N/A,N/A,51.526,40.36,4.56,3.6796231,0.11703,0.18234,0.04863,0.09483,27.276,16670000000.0,22.874544,22.874544,1.37,0.00461524,0.00461524,3590000000.0,326160000.0,948120000.0,423960000.0,3.126,0.113,0.043,644590000.0,2.171,2330000000.0,3.208,34.191,650010000.0,0.976203,0.003,0.90199995,2820000.0,2.23,0.021335,2840000.0,N/A,125.81,132160000.0
47,N/A,N/A,avp,N/A,N/A,N/A,N/A,N/A,13.125,N/A,0.28,3800000.0,0.0038,0.06201,0.06311,3460000000.0,13.125,1620000000.0,10.499999,10.499999,3.38,0.10218978,0.10218978,5720000000.0,3460000000.0,437200000.0,3800000.0,0.001,0.02,0.02,10300000.0,1.273,1900000000.0,1.343,1.865,212900000.0,1.71143,0.00105,1.055,2.2,0.05,0.0,0.00105,N/A,3.78,439850000.0
48,N/A,N/A,fast,N/A,N/A,N/A,N/A,N/A,18.419,24.41,3.13,6.0969205,0.12614,0.20037001,0.18559,0.26684,13.918,12360000000.0,20.37561,20.37561,2.88,0.00456726,0.00456726,3960000000.0,1960000000.0,917460000.0,507480000.0,1.75,0.053,0.062,189450000.0,0.464,1.918,4.899,6.851,557900000.0,0.801061,0.04708000,0.878,22210000.0,7.6,0.085781,23080000.0,N/A,41.77,289260000.0
49,N/A,N/A,cah,N/A,N/A,N/A,N/A,N/A,80.522,18.46,0.19,3.679631,0.01048,0.01868,0.04393,0.19825001,401.859,24420000000.0,14.685009,14.685009,2.87,0.06249225,0.06249225,1.2155e+11,6540000000.0,3100000000.0,1350000000.0,4.189,0.026,0.038,2970000000.0,4.331,5460000000.0,1.126,21.032,1100000000.0,0.888744,0.002,0.883,6770000.0,3.22,0.023681,6830000.0,N/A,77.39,315880000.0
50,N/A,N/A,wdc,N/A,N/A,N/A,N/A,N/A,118.647,N/A,1.51,2.5079799,0.01403,0.09072,0.04533,0.02413000,63.322,27410000000.0,7.7862406,7.7862406,0.39,0.76986885,0.76986885,12990000000.0,3440000000.0,3500000000.0,0.888,0.888,1.613,0.647,1980000000.0,19.492,13090000000.0,2.393,37.907,2850000000.0,1.14337,0.02401,0.77099997,4280000.0,1.16,0.015058,4910000.0,N/A,95.07,291240000.0
51,N/A,N/A,lmt,N/A,N/A,N/A,N/A,N/A,900.694,16.57,1.73,56.038254,0.10779,0.10487001,0.06348,1.55817,162.127,82880000000.0,20.321302,20.321302,4.05,0.12453878,0.12453878,47250000000.0,5060000000.0,6050000000.0,3710000000.0,17.277,0.102,0.066,5190000000.0,7.656,14280000000.0,1.22,5.124,5190000000.0,0.591938,3.3,0.839,2270000.0,2.5,0.009441,2610000.0,N/A,287.14,289440000.0
52,N/A,N/A,phm,N/A,N/A,N/A,N/A,N/A,70.191,13.47,0.99,1.6662145,0.07768,0.12701,0.06318,0.12952,23.672,7700000000.0,9.236842,9.236842,0.53,0.20400202,0.20400202,7670000000.0,1940000000.0,1050000000.0,605970000.0,1.811,0.201,0.137,68270000.0,1.301,3270000000.0,4.417,14.746,170990000.0,1.09267,0.09468000,0.875,19740000.0,4.26,0.067642,18460000.0,N/A,24.57,315500000.0
53,N/A,N/A,nok,N/A,N/A,N/A,N/A,N/A,21.75,N/A,1.32,1.6286228,0.02747,0.03368999,0.01084,0.02982,4.674,36030000000.0,18.67647,18.67647,0.97,0.11627900,0.11627900,24910000000.0,8920000000.0,2730000000.0,686360000.0,0.128,0.024,0.024,1530000000.0,1.82,5050000000.0,1.6,3.899,393520000.0,0.973246,1.04,1.04,20040000.0,1.04,0.0,25460000.0,N/A,6.35,5680000000.0
54,N/A,N/A,ffiv,N/A,N/A,N/A,N/A,N/A,31.355,22.08,4.05,6.9578395,0.18875,0.28085,0.15589,0.32810003,31.355,8370000000.0,14.189844,14.189844,1.42,0.09201252,0.09201252,337200000.0,1660000000.0,626050000.0,388080000.0,5.859,0.288,0.071,711530000.0,15.681,1.428,1.577,18.477,739200000.0,1.05595,0.00261,1.018,3800000.0,4.11,0.058706,3500000.0,N/A,128.56,64700000.0
55,N/A,N/A,ctxs,N/A,N/A,N/A,N/A,N/A,84.071,26.47,3.47,6.9229426,0.14034,0.22444999,0.08825,0.28049,22.089,12160000000.0,15.633858,15.633858,1.55,0.17489147,0.17489147,3420000000.0,2860000000.0,1010000000.0,533179999.99999994,3.038,0.682,0.006,1120000000.0,9.356,1460000000.0,1.278,11.472,1030000000.0,1.38686,0.06573,0.956,4590000.0,2.72,0.02936500,5450000.0,N/A,79.42,151150000.0
56,N/A,N/A,grpn,N/A,N/A,N/A,N/A,N/A,105.811,N/A,0.67,10.25401,0.05447,0.01657,0.02082,0.53815,5.545,2180000000.0,22.558823,22.558823,1.5,0.07142854,0.07142854,3140000000.0,1360000000.0,30640000.0,172430000.0,0.302,0.036,0.036,117110000.0,1.232,223670000.0,0.85,0.374,56500000.0,1.93689,0.21214001,0.649,36330000.0,4.4,0.127561,37510000.0,N/A,3.835,561330000.0
57,N/A,N/A,esrx,N/A,N/A,N/A,N/A,N/A,97.476,11.26,0.36,2.3111045,0.03419,0.05193999,0.06364,0.22389999,162.609,36870000000.0,8.062419,8.062419,0.74,0.21359223,0.21359223,1.0029e+11,8620000000.0,7140000000.0,3420000000.0,5.516,0.111,0.006,4920000000.0,5.331,15530000000.0,0.709,26.827,5170000000.0,1.07832,0.00254,0.981,37640000.0,9.08,0.062278,34840000.0,N/A,62.0,593530000.0
58,N/A,N/A,bhi,N/A,N/A,N/A,N/A,N/A,24.046,N/A,2.46,1.9677948,0.19994,0.0953,0.02701,0.13487001,21.899,24540000000.0,37.69935,37.69935,125.66,0.18965518,0.18965518,9430000000.0,1760000000.0,3020000000.0,1890000000.0,4.38,0.153,0.153,4310000000.0,10.121,3020000000.0,4.208,29.312,4160000000.0,0.592999,0.05526,0.851,13670000.0,5.22,0.032246,12320000.0,N/A,57.68,425480000.0
